id,city,hour,is_workday,weather,wind,temp,y
2158,0,8,1,2,2,1.8,153
2159,1,21,1,1,1,29.3,74
2160,1,5,1,1,2,-4.7,2
2161,0,2,1,1,1,13.4,1
2162,1,11,1,1,2,27.3,55
2163,1,15,1,1,4,22.25,63
2164,1,21,1,1,0,9.65,41
2165,1,2,0,3,1,6.2,5
2166,1,12,0,1,2,30.8,109
2167,0,12,0,1,2,23.95,135
2168,1,18,0,2,2,16.5,98
2169,1,6,1,1,0,26.85,30
2170,1,4,0,3,3,4.15,0
2171,0,7,0,2,1,7.75,11
2172,1,11,0,1,1,32.65,95
2173,0,2,1,1,0,16.7,2
2174,1,16,1,1,3,19.95,80
2175,1,8,1,3,1,20.95,95
2176,0,23,1,1,1,5.35,11
2177,1,21,0,1,0,4.2,8
2178,0,13,1,1,2,7.85,79
2179,1,19,1,1,4,-3.75,30
2180,1,0,0,1,1,3,11
2181,1,12,1,2,2,30.7,54
2182,1,15,1,1,1,29.7,74
2183,0,3,0,1,1,21.65,4
2184,0,15,1,1,1,31.75,59
2185,0,9,1,2,1,21.45,91
2186,0,1,1,1,2,-2.05,0
2187,1,9,1,2,4,12.15,76
2188,1,15,1,1,2,29.5,53
2189,0,18,1,1,2,7,141
2190,1,7,1,2,0,23.5,78
2191,0,15,0,1,1,12.95,106
2192,1,0,0,1,2,2.1,10
2193,1,18,1,3,3,33.35,92
2194,0,4,1,2,1,18.35,1
2195,0,14,0,1,2,5.9,71
2196,0,17,0,1,2,9.75,55
2197,1,23,0,1,0,16.05,36
2198,0,19,1,1,2,13.4,68
2199,1,4,1,2,0,27.9,1
2200,0,12,0,1,4,31.6,176
2201,0,19,0,1,0,24.8,85
2202,1,7,0,1,2,5.9,9
2203,1,1,1,2,0,18.2,9
2204,1,2,0,1,0,21.85,20
2205,1,5,1,2,0,13.8,5
2206,0,13,1,1,2,13.4,75
2207,1,18,0,1,2,-4.3,16
2208,0,18,1,2,1,11.2,172
2209,1,5,1,2,1,7.55,6
2210,0,8,0,1,1,13.7,48
2211,0,4,1,1,1,10.6,0
2212,0,1,0,1,2,4.35,12
2213,1,12,0,2,1,27.5,105
2214,1,7,1,2,2,22.95,78
2215,1,4,1,1,0,2.05,0
2216,0,15,1,1,2,34.6,60
2217,0,15,0,1,2,.95,56
2218,0,22,1,1,2,18.15,63
2219,1,10,1,1,0,22.35,33
2220,0,6,0,1,2,25.95,11
2221,1,14,1,2,0,25.75,84
2222,1,17,0,1,2,-.05,31
2223,0,11,0,2,0,10.9,102
2224,0,15,1,2,2,26.35,54
2225,1,9,0,1,0,30.9,54
2226,1,20,1,1,0,22.55,71
2227,0,14,1,1,2,17.4,48
2228,1,7,1,2,0,-1.15,28
2229,1,11,1,1,1,-5.45,13
2230,1,20,1,1,1,3.3,41
2231,0,23,0,1,0,27.4,28
2232,0,16,1,1,3,14.8,86
2233,1,8,1,2,0,1.85,61
2234,0,9,0,1,3,1.8,22
2235,1,1,1,1,1,20.6,4
2236,0,5,0,2,3,.35,0
2237,1,1,1,1,0,23.7,3
2238,1,19,1,1,0,12.85,91
2239,1,16,0,1,1,5.7,29
2240,1,18,0,1,0,20.15,80
2241,0,2,1,1,0,22.15,2
2242,0,19,1,1,2,15.35,125
2243,1,23,1,1,1,15.75,16
2244,1,22,1,1,2,14.2,45
2245,0,13,0,2,0,32.35,128
2246,1,21,1,1,1,28.9,72
2247,1,2,1,2,0,25.55,2
2248,1,12,1,2,0,8.55,29
2249,1,11,1,2,1,7.4,21
2250,0,7,1,1,2,9.65,79
2251,0,0,0,1,0,6.2,11
2252,0,12,0,1,2,28.2,134
2253,0,11,1,1,2,19.45,70
2254,0,4,1,1,2,2.2,0
2255,1,14,1,1,2,39.05,44
2256,0,11,0,1,2,-5.3,31
2257,0,15,1,1,2,17.5,89
2258,0,2,1,3,4,18.55,0
2259,1,14,1,3,0,2.35,11
2260,0,12,1,1,1,6.7,54
2261,1,23,1,3,1,-3.25,11
2262,0,7,0,1,1,5.55,17
2263,0,17,1,1,1,29.65,215
2264,1,11,0,1,0,19.85,102
2265,1,22,1,3,3,6.4,22
2266,0,16,0,3,1,12.05,96
2267,1,22,1,2,2,23.55,39
2268,0,14,0,1,4,37.45,133
2269,1,16,0,1,2,26.6,144
2270,1,10,1,1,2,15.35,38
2271,0,13,1,1,2,25.05,99
2272,0,14,1,1,1,27.95,68
2273,1,2,1,2,1,15.75,3
2274,0,18,0,3,4,12.05,39
2275,0,3,1,1,0,15.55,1
2276,0,6,1,1,0,21.95,39
2277,1,0,0,2,1,11,21
2278,1,0,1,1,0,24.1,8
2279,0,23,1,2,2,3.6,9
2280,1,20,1,1,1,15.55,77
2281,1,0,1,1,2,24.9,20
2282,1,11,0,3,3,23.1,26
2283,0,22,1,3,2,12.05,13
2284,1,17,1,1,1,15.35,144
2285,0,9,1,2,1,23.6,91
2286,0,2,0,2,2,17.9,22
2287,1,13,0,1,0,15.95,96
2288,1,13,1,1,2,33.2,60
2289,0,19,0,1,2,25.85,96
2290,0,3,0,1,0,3.7,2
2291,1,13,0,1,4,15.35,93
2292,0,1,0,3,4,-8.6,5
2293,1,3,1,1,2,21.95,1
2294,1,23,1,2,1,20.65,21
2295,0,17,1,2,1,32.5,183
2296,0,22,0,1,0,2.25,14
2297,0,15,1,1,2,32.1,71
2298,0,7,1,1,3,12.05,85
2299,1,10,1,1,0,-2.8,17
2300,0,17,0,2,1,22.95,130
2301,0,3,0,1,1,6.9,7
2302,0,7,0,1,1,17.5,17
2303,1,15,1,1,2,27.95,54
2304,1,18,0,1,2,10.5,28
2305,1,15,0,2,1,23.8,135
2306,0,19,1,1,2,15.1,83
2307,1,16,1,1,0,13.05,71
2308,1,6,0,1,1,26.15,12
2309,0,11,1,1,0,28.25,71
2310,1,12,1,1,0,24,62
2311,1,0,1,1,2,27.1,8
2312,1,7,1,1,0,28.3,102
2313,1,20,1,1,1,11.2,61
2314,1,4,1,1,0,22.7,3
2315,1,3,0,2,1,9.65,4
2316,1,17,0,1,2,27.95,119
2317,1,0,0,2,0,5.85,9
2318,0,3,1,1,2,25.1,0
2319,1,12,0,1,2,6.3,28
2320,0,23,1,3,0,20.65,12
2321,0,13,1,1,0,20.05,81
2322,1,1,0,1,1,8.35,9
2323,0,21,0,1,0,4.1,16
2324,0,13,0,1,0,25.4,185
2325,1,23,0,1,4,-7.45,6
2326,0,9,1,2,0,1.35,50
2327,0,15,1,2,1,8.15,76
2328,0,10,1,2,0,28.25,50
2329,1,2,0,1,3,12.45,5
2330,0,4,0,1,1,.95,1
2331,0,22,1,1,0,27.5,56
2332,0,2,1,1,0,11.1,3
2333,1,14,0,1,3,-3.65,33
2334,1,6,1,1,0,18.25,32
2335,1,2,1,3,1,1.85,0
2336,0,2,1,1,2,.35,0
2337,0,1,0,2,0,5.15,23
2338,1,8,0,3,3,3.1,6
2339,0,4,1,2,2,17.5,0
2340,1,6,1,1,1,5.6,15
2341,0,6,1,1,0,17.7,39
2342,1,11,0,1,2,-1,21
2343,1,12,0,1,2,29.05,126
2344,0,8,1,1,0,28.5,150
2345,0,4,1,3,1,15.55,0
2346,0,2,1,1,0,2.95,0
2347,1,8,1,3,1,14.5,94
2348,0,0,1,1,0,26.35,14
2349,1,11,1,2,1,16.05,50
2350,1,7,0,1,1,23.35,15
2351,0,4,0,2,0,10.6,2
2352,0,9,0,1,1,27.2,84
2353,1,4,0,1,0,11.65,3
2354,0,4,1,1,0,14.7,0
2355,0,22,0,1,0,3.35,15
2356,0,14,0,1,2,22.8,191
2357,1,19,0,1,2,31.8,82
2358,1,13,1,1,3,7.15,33
2359,0,6,1,1,4,-.35,11
2360,0,6,1,1,2,10.5,30
2361,1,4,1,1,0,8.3,2
2362,1,18,0,1,1,19.45,112
2363,1,17,1,1,2,19.95,128
2364,0,16,1,1,1,32.05,102
2365,1,5,1,2,0,14.3,2
2366,1,13,1,1,0,23.05,57
2367,0,11,1,1,3,14.1,46
2368,1,19,1,2,2,5.9,83
2369,1,10,0,1,2,.25,23
2370,1,23,1,1,0,30.35,23
2371,0,1,1,1,2,4,5
2372,1,3,1,3,3,15.75,0
2373,0,21,0,2,2,10.9,38
2374,0,16,0,2,2,23.5,110
2375,1,8,1,2,0,1.2,63
2376,1,10,1,2,0,21.45,19
2377,1,3,0,1,0,8.5,13
2378,1,6,1,1,1,1.05,10
2379,1,22,1,2,1,28.1,45
2380,1,13,1,2,2,30.6,58
2381,0,10,0,2,0,11.1,42
2382,1,5,1,1,1,9.95,3
2383,1,14,1,1,2,27.1,43
2384,0,1,0,1,0,22.75,33
2385,1,20,1,1,0,23.9,89
2386,1,19,0,2,3,17.1,21
2387,0,15,1,1,2,33.9,81
2388,0,1,1,2,0,17,8
2389,0,17,0,1,0,1.9,29
2390,0,23,0,2,2,22.05,39
2391,0,23,0,1,1,27.7,20
2392,1,22,1,2,1,21,44
2393,0,1,1,1,1,24.6,6
2394,1,7,1,3,0,20.3,25
2395,1,16,0,1,3,30.2,147
2396,0,17,1,1,2,28.2,94
2397,1,6,0,2,2,13.9,6
2398,1,10,1,2,2,20.75,16
2399,1,2,0,2,0,.65,4
2400,0,7,1,2,1,4.05,81
2401,1,0,1,1,0,-3.1,3
2402,1,23,1,1,2,5.2,28
2403,0,19,1,1,2,19.85,153
2404,0,3,1,1,1,14.7,0
2405,1,9,1,1,2,21.95,67
2406,1,6,1,1,2,19.05,24
2407,0,1,1,1,0,15.85,2
2408,0,9,0,1,0,1.35,34
2409,0,16,1,1,2,16.2,112
2410,0,20,1,1,1,5.7,47
2411,0,19,1,1,1,12.95,188
2412,0,0,1,2,2,11.1,10
2413,0,21,1,1,1,25.2,83
2414,1,18,0,1,2,18.85,71
2415,1,10,1,2,4,17.1,27
2416,0,4,1,2,1,21.6,2
2417,1,0,0,1,1,11.95,25
2418,0,22,1,1,3,6.95,22
2419,1,0,1,1,1,12.45,16
2420,0,4,0,1,0,2.05,0
2421,1,12,1,3,1,4,27
2422,1,18,1,2,1,.25,39
2423,0,19,0,1,1,8.45,60
2424,0,11,1,2,1,18.35,73
2425,1,10,1,2,2,15.75,22
2426,1,22,0,1,2,11.55,35
2427,0,23,0,1,0,8.25,36
2428,0,0,0,2,0,22.6,26
2429,0,17,0,1,2,29.45,132
2430,1,5,1,2,0,24.8,6
2431,1,1,1,1,0,26.05,11
2432,1,5,1,1,0,21.15,6
2433,1,9,1,2,3,23.15,62
2434,1,21,1,3,0,-1.25,16
2435,0,20,1,1,1,27.1,122
2436,0,1,1,1,0,4.3,2
2437,1,15,1,1,3,5.6,28
2438,1,2,0,1,0,28.65,12
2439,1,10,1,1,4,26.3,41
2440,0,10,0,1,0,8.55,55
2441,1,10,1,1,0,10.6,39
2442,1,4,1,1,1,-2.75,1
2443,1,11,1,3,1,18.65,16
2444,0,15,1,1,1,32.15,74
2445,0,23,1,2,1,2.05,15
2446,0,17,0,1,0,23.75,148
2447,1,15,1,1,1,20.05,45
2448,1,5,1,1,0,18.45,9
2449,1,21,1,1,0,27.4,64
2450,1,15,1,1,3,30.3,52
2451,1,21,1,1,0,25.75,61
2452,0,22,1,2,2,17.4,43
2453,1,22,1,1,1,26.25,55
2454,1,5,1,1,0,24.6,10
2455,0,23,1,2,0,5.75,28
2456,0,9,0,1,0,-3.2,20
2457,0,3,0,3,2,12.15,4
2458,0,19,1,2,2,28.75,151
2459,0,2,1,1,1,-4.2,0
2460,0,20,0,1,1,1.85,15
2461,0,23,1,1,0,28.1,44
2462,0,23,0,1,1,11.65,27
2463,1,16,1,2,0,17.1,63
2464,0,7,1,1,2,-4.3,43
2465,1,22,1,1,1,11.55,33
2466,1,11,0,1,0,3.8,59
2467,1,23,0,1,0,5.35,21
2468,0,14,1,1,2,26.5,102
2469,0,5,1,2,0,24.9,8
2470,0,7,0,1,1,17.1,22
2471,1,0,1,1,2,10.4,15
2472,0,12,0,2,2,12.35,75
2473,0,23,0,2,0,-2.15,9
2474,0,4,1,1,0,11.85,0
2475,1,13,1,2,0,10.05,29
2476,0,13,1,2,2,25.85,104
2477,1,9,1,2,2,-4.9,28
2478,0,1,1,2,1,4.95,1
2479,1,13,1,1,0,1.55,24
2480,1,13,1,3,0,-.95,9
2481,0,0,1,2,1,23.3,8
2482,0,12,1,3,3,22.35,43
2483,0,1,0,1,1,7.1,9
2484,1,4,1,1,1,18.45,2
2485,0,20,1,1,0,5.95,68
2486,0,11,0,1,0,23.25,148
2487,0,19,0,1,0,9.05,11
2488,1,4,1,1,2,27.9,1
2489,1,16,0,1,1,23.6,141
2490,1,20,1,1,1,1.05,26
2491,0,13,0,1,1,12.85,113
2492,0,10,1,1,2,7.05,37
2493,1,8,0,1,2,-6.65,3
2494,0,8,0,2,0,3.6,22
2495,1,14,1,2,0,16.8,19
2496,1,17,0,1,2,12.25,37
2497,1,0,1,1,0,2.8,3
2498,1,3,1,2,0,29.05,1
2499,0,12,1,2,1,31.7,79
2500,1,23,0,1,0,10.15,14
2501,1,23,1,1,2,10.7,35
2502,0,2,1,3,1,12.85,0
2503,1,23,0,3,2,26.35,32
2504,1,6,1,3,0,19.9,22
2505,0,10,1,2,0,11.3,45
2506,0,8,0,1,2,4.85,29
2507,0,15,0,1,2,11.3,104
2508,1,1,1,1,0,18.75,3
2509,1,23,1,2,1,1.95,9
2510,0,2,1,3,3,15.3,2
2511,0,22,1,2,2,19.15,56
2512,1,13,1,2,0,11.75,51
2513,0,3,0,2,0,22.25,10
2514,0,18,1,1,2,15.95,157
2515,0,19,1,1,2,7.95,84
2516,1,19,1,1,1,19.25,115
2517,1,22,0,1,3,-5.5,10
2518,0,5,1,1,4,5.6,6
2519,1,6,1,1,1,16.8,30
2520,1,18,1,1,3,26.9,132
2521,1,10,1,2,3,14.5,26
2522,1,4,1,1,4,-.45,0
2523,1,20,0,1,2,28.05,85
2524,0,8,1,3,2,-1,7
2525,0,5,1,1,2,.15,4
2526,1,14,1,2,2,18.1,30
2527,1,2,1,1,0,4.4,3
2528,1,0,1,1,1,15.25,12
2529,1,23,1,1,2,3,17
2530,0,21,0,2,2,11.1,35
2531,1,21,1,1,3,5.3,17
2532,0,2,1,1,2,-.5,0
2533,1,18,1,1,1,31.7,148
2534,1,13,1,2,2,27.4,49
2535,1,8,1,2,1,21.3,116
2536,1,5,0,1,1,2.2,2
2537,1,1,1,1,0,7.5,2
2538,0,16,1,3,2,29.95,113
2539,0,13,1,3,2,-.15,3
2540,0,8,1,1,2,-1,124
2541,1,20,1,2,2,7.45,50
2542,1,1,1,1,3,11.3,3
2543,1,5,0,1,0,9.95,2
2544,0,13,1,1,2,26.4,105
2545,1,15,1,1,2,2.3,21
2546,0,21,1,1,1,11.85,59
2547,0,6,1,2,1,13.3,34
2548,0,4,1,1,1,10.85,1
2549,0,7,1,2,2,15.45,42
2550,1,11,1,1,2,26.7,39
2551,0,5,1,1,0,16.7,10
2552,1,3,1,1,1,7.3,1
2553,1,20,1,1,1,31,87
2554,1,14,1,2,0,5.85,20
2555,0,20,1,2,0,2.25,24
2556,0,0,1,1,2,23.25,9
2557,0,1,0,1,1,11,17
2558,0,15,1,1,0,25.25,71
2559,0,22,0,2,0,19.7,45
2560,0,16,1,1,1,27.85,109
2561,0,0,1,1,0,24.3,11
2562,1,0,1,1,0,.55,3
2563,1,11,0,1,3,4.8,21
2564,1,13,1,3,2,18.1,30
2565,1,23,1,2,0,9.65,15
2566,1,0,0,1,0,33.55,30
2567,0,3,1,2,0,23.1,0
2568,0,10,0,1,2,23,124
2569,1,20,1,1,1,17.4,87
2570,0,0,1,1,2,2.1,6
2571,1,5,1,1,2,-1.4,0
2572,1,15,1,3,2,13.15,32
2573,0,0,1,3,0,28.1,10
2574,1,19,1,1,1,4.75,51
2575,0,8,1,2,0,10.9,208
2576,1,7,1,1,0,-.05,28
2577,0,4,0,2,0,23.7,2
2578,1,17,1,1,3,11.45,144
2579,1,1,1,1,0,26.35,4
2580,0,11,1,1,1,14.7,52
2581,1,1,0,1,3,5.5,7
2582,1,17,1,3,3,10.35,48
2583,1,17,1,1,0,18.25,175
2584,1,0,1,2,2,17.8,3
2585,1,1,0,2,3,19.95,15
2586,0,10,1,1,0,16.05,53
2587,1,6,1,1,0,26.45,36
2588,0,2,1,2,1,11.75,0
2589,0,23,1,1,0,3.5,19
2590,1,14,1,1,2,17.2,81
2591,0,23,1,1,1,31.25,40
2592,1,18,1,1,2,27.65,175
2593,0,19,1,2,0,30.05,155
2594,1,20,1,1,4,.05,22
2595,0,17,0,1,0,31.25,68
2596,0,10,1,1,0,22.05,48
2597,0,6,1,1,0,15.85,41
2598,0,23,0,1,1,5.6,21
2599,0,8,1,1,2,25.85,200
2600,0,13,0,1,0,17.7,174
2601,1,12,1,2,0,19.45,50
2602,1,1,0,1,0,13.8,19
2603,1,22,1,1,2,20.85,39
2604,1,8,1,2,1,6.4,78
2605,0,3,0,1,0,17.8,6
2606,0,8,0,1,3,-1.6,30
2607,1,6,0,2,2,11.75,2
2608,1,1,0,2,0,21.85,15
2609,1,5,0,1,0,-3.4,0
2610,0,14,1,2,3,26,81
2611,1,21,1,1,3,26.75,39
2612,0,4,1,1,0,18.35,0
2613,0,3,0,1,1,28.8,7
2614,1,2,1,1,0,.6,0
2615,0,22,0,2,2,.55,9
2616,0,1,0,1,2,24.5,28
2617,1,15,1,1,3,14.5,38
2618,0,3,0,1,0,32.6,8
2619,1,18,1,2,2,4.55,64
2620,0,22,1,1,1,15.75,35
2621,1,5,1,2,0,12.75,6
2622,1,0,0,1,0,5.2,22
2623,1,8,0,2,2,14.2,32
2624,0,6,0,2,2,22.7,8
2625,1,11,1,1,4,-3.45,19
2626,1,1,1,1,1,-3.8,1
2627,1,10,1,1,2,27.9,38
2628,0,10,1,2,0,27.6,68
2629,0,10,1,1,4,.65,25
2630,0,3,1,2,3,.95,0
2631,0,8,1,2,0,19.25,103
2632,0,1,1,1,2,6.6,5
2633,0,23,1,2,0,8.05,14
2634,0,1,1,3,1,21.75,0
2635,1,14,0,1,1,26.25,115
2636,0,7,1,2,1,21.05,90
2637,0,15,0,1,1,31.3,127
2638,1,10,0,2,2,7.55,74
2639,0,3,0,1,1,15.95,5
2640,0,19,0,1,1,25.95,103
2641,0,17,1,2,2,10.5,125
2642,1,20,1,2,1,6.1,27
2643,0,6,1,3,3,14.6,31
2644,0,3,1,2,1,12.05,0
2645,1,14,1,1,0,23.6,52
2646,0,5,1,1,0,5.95,5
2647,0,4,1,1,0,4.2,0
2648,1,6,1,1,1,-4.6,4
2649,0,21,1,2,0,28.1,80
2650,1,11,1,1,1,25.85,49
2651,1,17,1,1,2,7.95,42
2652,0,22,1,3,1,22.85,54
2653,1,5,1,1,3,24.2,7
2654,1,8,1,2,2,16.8,104
2655,0,7,0,1,2,11.65,12
2656,0,19,1,1,1,27.85,177
2657,1,22,1,1,2,15.45,22
2658,0,13,1,1,2,-.05,31
2659,1,0,0,2,0,3.4,23
2660,1,12,0,1,0,5.25,54
2661,0,18,1,1,2,22.3,229
2662,0,18,1,1,4,10.8,96
2663,1,12,0,1,0,5.85,29
2664,0,7,0,2,0,1.25,5
2665,0,14,1,1,0,24.3,64
2666,1,21,1,1,1,23.45,60
2667,1,3,1,3,0,13.4,1
2668,0,22,1,1,1,3.3,28
2669,0,14,1,1,0,28.15,76
2670,0,1,1,1,1,1.55,0
2671,0,16,0,2,2,7.05,102
2672,1,9,1,1,2,13.6,56
2673,0,7,0,2,1,7.95,21
2674,0,10,1,1,2,21.4,46
2675,0,20,0,1,2,23.35,90
2676,0,14,0,1,4,-4.05,28
2677,0,20,1,1,2,35.1,113
2678,1,16,0,1,1,27.8,129
2679,0,21,1,1,0,8.65,43
2680,0,14,0,1,2,29.65,143
2681,0,0,1,1,0,5.3,7
2682,1,18,1,1,2,35.05,144
2683,0,8,0,2,0,11.85,55
2684,0,10,0,2,2,2,35
2685,1,14,1,2,0,-.2,18
2686,1,7,1,1,2,19.45,81
2687,1,0,1,2,1,18.8,10
2688,1,15,0,1,2,.25,36
2689,0,11,1,1,2,31.75,51
2690,1,10,1,2,2,13.6,38
2691,1,23,1,1,2,5.7,26
2692,0,12,1,1,2,14.8,56
2693,1,3,0,1,1,21.95,5
2694,0,5,0,2,2,15.35,6
2695,1,15,0,1,1,35.85,90
2696,1,14,1,1,2,25.55,60
2697,0,19,1,3,0,22.05,120
2698,0,9,1,2,0,26.8,98
2699,1,8,1,3,2,6.2,106
2700,0,18,0,3,4,6.75,9
2701,0,3,1,1,2,14.2,2
2702,1,8,1,1,1,19.95,149
2703,1,13,1,1,2,-1.95,18
2704,0,18,1,1,0,22.7,197
2705,0,0,0,1,2,28.5,38
2706,1,19,1,1,1,3.4,57
2707,1,6,0,3,3,1.4,1
2708,1,20,1,1,0,5.15,26
2709,1,19,0,1,0,11,8
2710,0,11,0,1,1,32.65,123
2711,0,18,1,1,0,11.75,125
2712,1,19,1,1,0,23.5,114
2713,1,19,1,1,0,2.05,33
2714,0,20,1,3,2,5.1,7
2715,1,14,1,1,3,22.65,46
2716,0,9,0,2,1,16.6,62
2717,0,18,0,1,2,31.35,122
2718,0,11,0,2,2,11.2,63
2719,1,23,1,1,0,3.8,21
2720,1,0,1,1,1,26.05,6
2721,0,22,0,1,1,26.25,48
2722,0,18,1,1,3,1.7,122
2723,0,15,1,1,1,17.7,55
2724,0,2,0,2,0,1.45,4
2725,0,17,1,1,2,32.55,220
2726,1,12,1,1,2,1.9,23
2727,0,8,1,1,1,7.4,169
2728,1,2,1,1,0,1.1,0
2729,0,23,1,1,1,12.45,16
2730,0,3,1,2,0,15.85,0
2731,1,21,1,1,0,3.6,18
2732,0,9,1,2,0,18.65,79
2733,0,1,1,1,0,5.25,3
2734,0,21,1,1,0,20.7,62
2735,0,12,1,2,1,12.35,56
2736,0,2,1,1,1,.25,0
2737,1,1,1,1,0,-.2,2
2738,0,15,0,1,4,35.75,114
2739,0,23,0,1,0,6.45,5
2740,1,16,1,3,4,24.6,39
2741,0,18,1,1,0,25.75,190
2742,0,1,1,1,0,1.85,3
2743,0,7,1,1,2,7.55,121
2744,1,23,1,1,0,15.25,37
2745,1,11,1,2,1,7.65,22
2746,0,14,0,1,2,33.9,103
2747,1,5,1,1,1,6.5,9
2748,1,14,1,1,2,23,74
2749,1,12,1,2,2,24.3,53
2750,0,4,0,1,0,4.1,1
2751,0,19,1,1,0,7.8,67
2752,1,6,1,3,1,19.35,33
2753,1,20,0,1,1,4.85,20
2754,0,20,1,1,3,13.5,45
2755,0,18,1,1,2,29.95,213
2756,1,3,1,2,2,19.55,2
2757,0,1,0,1,2,19.55,31
2758,0,11,1,2,2,28.3,50
2759,0,23,1,1,1,7.55,25
2760,0,20,1,1,0,7.1,40
2761,1,7,0,1,0,19.7,11
2762,1,7,1,1,1,25.2,104
2763,1,7,1,1,2,24.9,83
2764,0,12,0,1,2,27.2,175
2765,0,0,0,1,1,8.15,19
2766,1,17,1,2,0,22.65,81
2767,1,9,1,1,0,7.4,28
2768,1,0,0,2,1,15.85,30
2769,1,1,1,3,1,19.75,2
2770,1,8,0,1,1,7.4,14
2771,1,22,0,1,3,22.15,28
2772,1,7,1,3,1,20.75,76
2773,0,10,1,1,1,7.2,51
2774,0,3,1,1,2,3.4,0
2775,0,6,0,1,0,-2.15,1
2776,0,10,1,2,4,5.9,39
2777,0,14,0,2,1,-2.35,45
2778,1,1,1,1,1,13.5,34
2779,0,23,1,1,1,25.95,28
2780,1,21,1,1,1,11.45,35
2781,0,6,1,2,0,26.35,38
2782,0,2,0,1,2,17.1,23
2783,1,2,0,1,2,3.75,9
2784,0,0,1,1,2,13.15,7
2785,1,9,1,1,3,26.5,66
2786,1,15,0,1,2,28.85,128
2787,0,17,1,1,3,16.2,175
2788,1,6,1,1,0,3.15,25
2789,1,23,0,1,0,2.95,9
2790,1,23,1,2,2,19.05,18
2791,1,7,1,1,2,10.9,89
2792,1,2,0,2,2,6.3,1
2793,0,23,1,1,0,27.7,34
2794,1,16,1,1,1,27.5,92
2795,1,6,1,1,0,21.95,27
2796,0,8,1,1,1,27.1,170
2797,0,21,1,1,0,18.45,70
2798,1,21,1,1,1,22.95,73
2799,1,23,1,1,0,24.3,39
2800,1,6,1,1,2,23.6,34
2801,0,22,1,2,1,21.65,34
2802,0,8,0,1,1,9.75,27
2803,1,15,0,1,2,28.2,144
2804,0,15,1,3,1,22.05,52
2805,0,20,1,1,1,11.95,105
2806,1,3,1,2,1,19.65,0
2807,0,9,0,1,0,16.6,72
2808,0,0,0,1,1,-4,5
2809,0,5,1,1,0,1.1,10
2810,1,18,0,1,2,13.6,65
2811,1,23,0,1,0,-1.75,9
2812,0,21,1,3,2,25.1,55
2813,1,1,1,1,2,2.2,3
2814,0,20,1,1,1,25,121
2815,0,21,1,1,1,12.45,56
2816,1,1,1,1,2,26.85,7
2817,1,12,1,1,1,13.4,56
2818,1,21,1,2,0,.95,12
2819,0,1,0,1,1,21.65,34
2820,0,9,0,1,2,2.7,22
2821,1,17,1,1,1,26.9,183
2822,0,20,1,1,2,4.65,57
2823,1,17,0,2,1,18.35,97
2824,0,5,0,1,0,17.6,5
2825,0,13,1,1,2,33.75,79
2826,0,18,1,1,2,9.55,133
2827,0,12,1,1,1,6.3,48
2828,0,7,1,1,1,23.7,110
2829,1,10,1,1,2,26.8,28
2830,1,8,1,2,1,31.15,114
2831,1,20,0,1,0,5.05,38
2832,0,0,1,2,0,12.75,11
2833,0,14,0,1,1,24.1,161
2834,0,1,0,1,1,.35,8
2835,0,18,0,1,2,29.45,131
2836,1,9,0,1,1,-2.45,12
2837,0,16,1,1,2,18.55,113
2838,1,5,1,1,0,6,3
2839,0,12,1,2,0,3.3,25
2840,1,17,1,1,2,30.85,178
2841,1,9,1,1,0,23.35,73
2842,0,14,0,1,4,5,40
2843,1,16,1,1,4,27.6,70
2844,0,3,1,1,1,7.75,0
2845,1,14,0,3,3,26.75,70
2846,0,23,1,1,0,13.5,24
2847,1,0,1,2,2,1.45,6
2848,1,6,1,2,0,28.7,35
2849,1,9,1,1,3,-3.55,26
2850,1,16,1,3,1,24.1,88
2851,1,17,1,1,2,30.8,161
2852,0,17,1,2,0,9.75,144
2853,0,9,0,2,1,29.35,60
2854,1,10,1,3,3,15.55,12
2855,0,11,1,1,1,5.45,44
2856,1,18,1,1,0,4.6,52
2857,1,15,1,1,1,7.3,25
2858,0,3,1,1,2,12.45,0
2859,0,3,0,3,0,1.65,4
2860,1,1,1,1,2,18.1,4
2861,0,5,1,1,2,5.9,5
2862,1,7,1,2,0,16.6,58
2863,1,22,1,1,0,5.75,31
2864,0,22,1,1,2,27.6,55
2865,1,11,1,1,1,7.1,48
2866,1,0,0,1,2,6.6,19
2867,0,10,1,2,2,5.5,25
2868,1,18,0,1,0,6.8,22
2869,1,11,1,1,2,23.05,44
2870,0,2,1,1,0,14,0
2871,0,1,1,1,0,6.3,0
2872,0,20,1,1,2,32.1,116
2873,0,9,1,2,0,6.45,69
2874,1,7,1,1,0,21.6,92
2875,0,2,1,1,4,14.3,4
2876,1,14,1,3,2,6.2,10
2877,1,4,1,3,1,21.25,0
2878,1,12,0,1,2,2.2,68
2879,0,9,1,1,0,23.45,83
2880,0,1,1,3,1,18.45,3
2881,1,20,1,2,2,2.5,37
2882,1,9,1,1,1,28.3,53
2883,1,8,1,2,0,17.3,138
2884,0,8,1,2,1,4.45,112
2885,0,21,1,1,1,26.45,79
2886,0,3,0,1,0,7.6,11
2887,1,15,1,1,2,39.85,39
2888,0,8,1,2,2,4.85,164
2889,1,20,1,1,0,27.1,84
2890,1,16,0,3,4,22.55,7
2891,0,1,0,1,1,7.75,22
2892,0,18,1,1,2,28.95,206
2893,0,22,1,1,1,11,45
2894,1,8,1,1,0,6.9,136
